model,axis,motor,controller,reference,hz,inertia_scale,gravity_ff_scale,nominal_inertia_kg_m2,plant_inertia_kg_m2,required_peak_nm,available_wire_nm,status,reason,samples,evaluation_samples,rms_rad,rms_after_1s_rad,peak_rad,peak_after_1s_rad,peak_request_nm,peak_wire_nm,peak_actuator_nm,saturation_ratio,adapter_clamp_ratio,wire_total_variation_nm,wire_total_variation_nm_per_s,min_angle_rad,max_angle_rad,final_error_rad,joint_min_rad,joint_max_rad,gravity_sin_nm,gravity_cos_nm
rmoss_rmua19,pitch,GM6020,regularized_terminal,sine,500,0.5,1,0.004898175,0.0024490875,0.224396727739,0.999970092773,PASS,OK,3000,2500,0.00184407004,0.00199693944,0.00370735073,0.00370735073,0.358673453,0.358740967,0.343859599,0,0,108.510187,18.0850312,-0.103069494,0.100588383,-0.000439528828,-0.785,0.5652,0,-0.220725
rmoss_rmua19,pitch,GM6020,regularized_terminal,sine,500,0.5,0.8,0.004898175,0.0024490875,0.224396727739,0.999970092773,PASS,OK,3000,2500,0.00209086489,0.00194832979,0.00398082854,0.00361893956,0.332148671,0.332147461,0.320644504,0,0,106.689482,17.7815804,-0.100433932,0.103164041,0.00308480007,-0.785,0.5652,0,-0.220725
rmoss_rmua19,pitch,GM6020,linear,hold,500,1,1,0.004898175,0.004898175,0.220725,0.999970092773,PASS,OK,3000,2500,0.00372261382,0.00228739032,0.0307177141,0.003787043,0.344752997,0.344765808,0.336963043,0,0,5.54108258,0.923513763,-0.003787043,0.030728021,-0.00161385445,-0.785,0.5652,0,-0.220725
rmoss_rmua19,pitch,GM6020,linear,hold,500,1,0.8,0.004898175,0.004898175,0.220725,0.999970092773,PASS,OK,3000,2500,0.00425157787,0.00212293664,0.0311036119,0.0036047257,0.302272975,0.302297607,0.297438795,0,0,5.29984149,0.883306915,-0.000211200755,0.0311105883,0.00196150327,-0.785,0.5652,0,-0.220725
rmoss_rmua19,pitch,GM6020,regularized_terminal,hold,500,1,1,0.004898175,0.004898175,0.220725,0.999970092773,PASS,OK,3000,2500,0.00281108499,0.00104756183,0.0306595424,0.00184281278,0.358659685,0.358605286,0.348715126,0,0,11.8372308,1.9728718,-0.00184335482,0.0306600117,-0.000502641718,-0.785,0.5652,0,-0.220725
rmoss_rmua19,pitch,GM6020,regularized_terminal,hold,500,1,0.8,0.004898175,0.004898175,0.220725,0.999970092773,PASS,OK,3000,2500,0.0031591288,0.00096257665,0.0309551103,0.00166761625,0.316270828,0.316272766,0.310102108,0,0,11.6345231,1.93908719,-0.000247677361,0.0309583568,0.00108884703,-0.785,0.5652,0,-0.220725
rmoss_rmua19,pitch,GM6020,linear,sine,500,1,1,0.004898175,0.004898175,0.225814018482,0.999970092773,PASS,OK,3000,2500,0.00209175312,0.00228929995,0.00392781929,0.00392781929,0.313593447,0.313559143,0.299310461,0,0,5.31842981,0.886404968,-0.103327608,0.099853306,-0.00156244761,-0.785,0.5652,0,-0.220725
rmoss_rmua19,pitch,GM6020,linear,sine,500,1,0.8,0.004898175,0.004898175,0.225814018482,0.999970092773,PASS,OK,3000,2500,0.00236396288,0.00215118095,0.00374804068,0.00374804068,0.287738353,0.287779724,0.284115672,0,0,5.22291028,0.870485046,-0.0997669411,0.103405692,0.00201157804,-0.785,0.5652,0,-0.220725
rmoss_rmua19,pitch,GM6020,regularized_terminal,sine,500,1,1,0.004898175,0.004898175,0.225814018482,0.999970092773,PASS,OK,3000,2500,0.000959441204,0.00104861384,0.00192101382,0.00192101382,0.335602373,0.33553949,0.321213857,0,0,11.7087407,1.95145679,-0.101421942,0.0999481376,-0.000488922405,-0.785,0.5652,0,-0.220725
rmoss_rmua19,pitch,GM6020,regularized_terminal,sine,500,1,0.8,0.004898175,0.004898175,0.225814018482,0.999970092773,PASS,OK,3000,2500,0.00108592169,0.000977160343,0.00176285656,0.00173625852,0.303533375,0.303518738,0.297347974,0,0,11.5008772,1.91681287,-0.0998358223,0.101534035,0.00110146037,-0.785,0.5652,0,-0.220725
rmoss_rmua19,pitch,GM6020,linear,hold,500,2,1,0.004898175,0.00979635,0.220725,0.999970092773,PASS,OK,3000,2500,0.00382030733,0.00229347886,0.030366996,0.00379150168,0.340633929,0.340695374,0.335247517,0,0,3.58740967,0.597901611,-0.00379153507,0.0303710139,-0.00161183684,-0.785,0.5652,0,-0.220725
rmoss_rmua19,pitch,GM6020,linear,hold,500,2,0.8,0.004898175,0.00979635,0.220725,0.999970092773,PASS,OK,3000,2500,0.00436236843,0.00212839927,0.0305766627,0.00358421787,0.297336042,0.297277405,0.2941936,0,0,3.44915057,0.574858429,-0.000215195596,0.0305772368,0.00196443404,-0.785,0.5652,0,-0.220725
rmoss_rmua19,pitch,GM6020,regularized_terminal,hold,500,2,1,0.004898175,0.00979635,0.220725,0.999970092773,PASS,OK,3000,2500,0.00301292157,0.0010487138,0.0303353379,0.00179347177,0.353830755,0.353856445,0.347227495,0,0,5.54338916,0.923898193,-0.00179350843,0.0303361128,-0.000522114618,-0.785,0.5652,0,-0.220725
rmoss_rmua19,pitch,GM6020,regularized_terminal,hold,500,2,0.8,0.004898175,0.00979635,0.220725,0.999970092773,PASS,OK,3000,2500,0.00339795418,0.000963502614,0.0304964776,0.00160958163,0.310577601,0.310574158,0.30631906,0,0,5.38708447,0.897847412,-0.00019700633,0.0304965611,0.00106859739,-0.785,0.5652,0,-0.220725
rmoss_rmua19,pitch,GM6020,linear,sine,500,2,1,0.004898175,0.00979635,0.229918552747,0.999970092773,PASS,OK,3000,2500,0.00211817335,0.00230037875,0.00398632689,0.00398632689,0.252146065,0.252095581,0.248052086,0,0,3.3136051,0.552267517,-0.103735131,0.100210404,-0.00165574756,-0.785,0.5652,0,-0.220725
rmoss_rmua19,pitch,GM6020,linear,sine,500,2,0.8,0.004898175,0.00979635,0.229918552747,0.999970092773,PASS,OK,3000,2500,0.00235461551,0.00208339085,0.00377813391,0.00362058987,0.269113183,0.269055725,0.264197397,0,0,3.35213855,0.558689758,-0.100174768,0.103763662,0.0019182788,-0.785,0.5652,0,-0.220725
rmoss_rmua19,pitch,GM6020,regularized_terminal,sine,500,2,1,0.004898175,0.00979635,0.229918552747,0.999970092773,PASS,OK,3000,2500,0.000979678209,0.00105160696,0.00282744911,0.00187750975,0.275257289,0.275297058,0.270633197,0,0,5.24882538,0.87480423,-0.101576254,0.100105968,-0.000528700748,-0.785,0.5652,0,-0.220725
rmoss_rmua19,pitch,GM6020,regularized_terminal,sine,500,2,0.8,0.004898175,0.00979635,0.229918552747,0.999970092773,PASS,OK,3000,2500,0.00108282037,0.00094357469,0.00238714384,0.00161218004,0.292854548,0.292799927,0.288481752,0,0,5.28980109,0.881633514,-0.099987132,0.10169399,0.00106265716,-0.785,0.5652,0,-0.220725
rmoss_rmua19,pitch,GM6020,linear,hold,1000,0.5,1,0.004898175,0.0024490875,0.220725,0.999970092773,PASS,OK,6000,5000,0.00386806807,0.0026050583,0.0313881319,0.00434024528,0.353458881,0.353449402,0.340703742,0,0,98.9218718,16.4869786,-0.00434221533,0.0313925683,-0.00246537074,-0.785,0.5652,0,-0.220725
rmoss_rmua19,pitch,GM6020,linear,hold,1000,0.5,0.8,0.004898175,0.0024490875,0.220725,0.999970092773,PASS,OK,6000,5000,0.0044199168,0.00241989277,0.032045441,0.00425454009,0.312563688,0.312609375,0.304031912,0,0,93.7263691,15.6210615,-0.000827246901,0.032045441,0.00213570572,-0.785,0.5652,0,-0.220725
rmoss_rmua19,pitch,GM6020,regularized_terminal,hold,1000,0.5,1,0.004898175,0.0024490875,0.220725,0.999970092773,PASS,OK,6000,5000,0.00294858953,0.00163856959,0.0312613816,0.00296591431,0.36889261,0.368917053,0.353162494,0,0,112.591341,18.7652235,-0.00296737269,0.0312621723,-0.000620874797,-0.785,0.5652,0,-0.220725
rmoss_rmua19,pitch,GM6020,regularized_terminal,hold,1000,0.5,0.8,0.004898175,0.0024490875,0.220725,0.999970092773,PASS,OK,6000,5000,0.00328213275,0.00156749076,0.0317700592,0.00284858744,0.328277409,0.328212708,0.317250501,0,0,109.157658,18.192943,-0.00103907624,0.031774301,0.00134555611,-0.785,0.5652,0,-0.220725
rmoss_rmua19,pitch,GM6020,linear,sine,1000,0.5,1,0.004898175,0.0024490875,0.224396727739,0.999970092773,PASS,OK,6000,5000,0.00239687223,0.00261590536,0.00465510944,0.00465510944,0.336305231,0.336353577,0.325211009,0,0,98.8743834,16.4790639,-0.103731398,0.100067977,-0.00237060879,-0.785,0.5652,0,-0.220725
rmoss_rmua19,pitch,GM6020,linear,sine,1000,0.5,0.8,0.004898175,0.0024490875,0.224396727739,0.999970092773,PASS,OK,6000,5000,0.00271934192,0.00249056816,0.00455618883,0.00455618883,0.302113801,0.302161926,0.294603815,0,0,93.9791431,15.6631905,-0.100026583,0.104016004,0.0022371986,-0.785,0.5652,0,-0.220725
rmoss_rmua19,pitch,GM6020,regularized_terminal,sine,1000,0.5,1,0.004898175,0.0024490875,0.224396727739,0.999970092773,PASS,OK,6000,5000,0.00151616396,0.00164293677,0.00294814889,0.00294814889,0.355487764,0.355484619,0.339217367,0,0,112.650227,18.7750378,-0.102366059,0.100360869,-0.00100417906,-0.785,0.5652,0,-0.220725
rmoss_rmua19,pitch,GM6020,regularized_terminal,sine,1000,0.5,0.8,0.004898175,0.0024490875,0.224396727739,0.999970092773,PASS,OK,6000,5000,0.00171021124,0.00159398076,0.00334361624,0.00294512586,0.327809572,0.327805664,0.31499094,0,0,109.837149,18.3061915,-0.100247479,0.102512423,0.00135791377,-0.785,0.5652,0,-0.220725
rmoss_rmua19,pitch,GM6020,linear,hold,1000,1,1,0.004898175,0.004898175,0.220725,0.999970092773,PASS,OK,6000,5000,0.00371622808,0.00228724599,0.0307245955,0.00378356826,0.345087051,0.34503717,0.336451679,0,0,5.5805658,0.930094299,-0.00378359962,0.0307246437,-0.00161553487,-0.785,0.5652,0,-0.220725
rmoss_rmua19,pitch,GM6020,linear,hold,1000,1,0.8,0.004898175,0.004898175,0.220725,0.999970092773,PASS,OK,6000,5000,0.00424450523,0.00212293834,0.0311024662,0.00360178241,0.302642763,0.302704651,0.297181864,0,0,5.33471155,0.889118591,-0.000207485262,0.0311024662,0.0019608978,-0.785,0.5652,0,-0.220725
rmoss_rmua19,pitch,GM6020,regularized_terminal,hold,1000,1,1,0.004898175,0.004898175,0.220725,0.999970092773,PASS,OK,6000,5000,0.00280064579,0.00104706389,0.0306560954,0.00182681759,0.359095931,0.35914801,0.348401649,0,0,9.40121136,1.56686856,-0.00182690712,0.0306563741,-0.000503516951,-0.785,0.5652,0,-0.220725
rmoss_rmua19,pitch,GM6020,regularized_terminal,hold,1000,1,0.8,0.004898175,0.004898175,0.220725,0.999970092773,PASS,OK,6000,5000,0.00314991555,0.0009620101,0.0309501322,0.00165092679,0.316828489,0.316815491,0.309634569,0,0,9.24246442,1.54041074,-0.000231444905,0.0309511455,0.00108785812,-0.785,0.5652,0,-0.220725
rmoss_rmua19,pitch,GM6020,linear,sine,1000,1,1,0.004898175,0.004898175,0.225814018482,0.999970092773,PASS,OK,6000,5000,0.00209183651,0.00228919994,0.00392313079,0.00392313079,0.304775774,0.304739868,0.289536933,0,0,5.35140033,0.891900055,-0.103334699,0.0998494391,-0.0015653402,-0.785,0.5652,0,-0.220725
rmoss_rmua19,pitch,GM6020,linear,sine,1000,1,0.8,0.004898175,0.004898175,0.225814018482,0.999970092773,PASS,OK,6000,5000,0.00236054587,0.00215125968,0.00374656003,0.00374656003,0.286643505,0.286694275,0.282440983,0,0,5.2868161,0.881136017,-0.0997737358,0.103399991,0.00200911974,-0.785,0.5652,0,-0.220725
rmoss_rmua19,pitch,GM6020,regularized_terminal,sine,1000,1,1,0.004898175,0.004898175,0.225814018482,0.999970092773,PASS,OK,6000,5000,0.000958932274,0.00104808742,0.00190297497,0.00190297497,0.332627892,0.332690186,0.31298929,0,0,9.34951685,1.55825281,-0.10141502,0.099927723,-0.000490188543,-0.785,0.5652,0,-0.220725
rmoss_rmua19,pitch,GM6020,regularized_terminal,sine,1000,1,0.8,0.004898175,0.004898175,0.225814018482,0.999970092773,PASS,OK,6000,5000,0.00108214884,0.000976634928,0.00172043342,0.00172043342,0.301327735,0.301347839,0.294553025,0,0,9.14138196,1.52356366,-0.09982921,0.10151431,0.00110081344,-0.785,0.5652,0,-0.220725
rmoss_rmua19,pitch,GM6020,linear,hold,1000,2,1,0.004898175,0.00979635,0.220725,0.999970092773,PASS,OK,6000,5000,0.00381407174,0.00229340929,0.0303700652,0.00379100714,0.340809196,0.340831055,0.334988479,0,0,3.75158386,0.625263977,-0.00379100917,0.0303701536,-0.00161574702,-0.785,0.5652,0,-0.220725
rmoss_rmua19,pitch,GM6020,linear,hold,1000,2,0.8,0.004898175,0.00979635,0.220725,0.999970092773,PASS,OK,6000,5000,0.00435589281,0.00212821131,0.0305744684,0.00358418255,0.297528625,0.297548767,0.293970861,0,0,3.62051587,0.603419312,-0.00021457595,0.0305751468,0.00196065892,-0.785,0.5652,0,-0.220725
rmoss_rmua19,pitch,GM6020,regularized_terminal,hold,1000,2,1,0.004898175,0.00979635,0.220725,0.999970092773,PASS,OK,6000,5000,0.00300354561,0.00104865874,0.0303344866,0.00179378889,0.354059935,0.354127808,0.346791594,0,0,5.69996521,0.949994202,-0.001793795,0.0303351765,-0.000522743438,-0.785,0.5652,0,-0.220725
rmoss_rmua19,pitch,GM6020,regularized_terminal,hold,1000,2,0.8,0.004898175,0.00979635,0.220725,0.999970092773,PASS,OK,6000,5000,0.00338986293,0.000963417751,0.0304945248,0.00160997135,0.310874432,0.31084552,0.306115672,0,0,5.54922345,0.924870575,-0.000196927231,0.0304946609,0.00106838567,-0.785,0.5652,0,-0.220725
rmoss_rmua19,pitch,GM6020,linear,sine,1000,2,1,0.004898175,0.00979635,0.229918552747,0.999970092773,PASS,OK,6000,5000,0.00211870614,0.00230023627,0.00398443087,0.00398443087,0.247487605,0.247482422,0.243694112,0,0,3.47696521,0.579494202,-0.103736702,0.100209461,-0.00166171146,-0.785,0.5652,0,-0.220725
rmoss_rmua19,pitch,GM6020,linear,sine,1000,2,0.8,0.004898175,0.00979635,0.229918552747,0.999970092773,PASS,OK,6000,5000,0.00235417203,0.00208338363,0.00377745395,0.00362231734,0.262421131,0.262407349,0.257579135,0,0,3.51007141,0.585011902,-0.100176338,0.103761145,0.0019126065,-0.785,0.5652,0,-0.220725
rmoss_rmua19,pitch,GM6020,regularized_terminal,sine,1000,2,1,0.004898175,0.00979635,0.229918552747,0.999970092773,PASS,OK,6000,5000,0.000980320272,0.00105154773,0.00283883215,0.0018762532,0.26906088,0.269055725,0.2640469,0,0,5.40458734,0.900764557,-0.101577391,0.100104576,-0.000529729081,-0.785,0.5652,0,-0.220725
rmoss_rmua19,pitch,GM6020,regularized_terminal,sine,1000,2,0.8,0.004898175,0.00979635,0.229918552747,0.999970092773,PASS,OK,6000,5000,0.00108260194,0.000943549228,0.00239353971,0.00161335506,0.291567326,0.291578796,0.284562965,0,0,5.45153302,0.908588837,-0.0999880475,0.101692246,0.00106144377,-0.785,0.5652,0,-0.220725
rmoss_rmua19,pitch,GM6020,linear,hold,2000,0.5,1,0.004898175,0.0024490875,0.220725,0.999970092773,PASS,OK,12000,10000,0.00378680728,0.00246448568,0.0313867354,0.00432745792,0.353834331,0.353856445,0.340335517,0,0,98.6098052,16.4349675,-0.00432756965,0.0313867354,-0.00165122855,-0.785,0.5652,0,-0.220725
rmoss_rmua19,pitch,GM6020,linear,hold,2000,0.5,0.8,0.004898175,0.0024490875,0.220725,0.999970092773,PASS,OK,12000,10000,0.00430753076,0.00228001153,0.032033657,0.00412824125,0.312892079,0.312880737,0.303820819,0,0,92.9938266,15.4989711,-0.000763071169,0.032033657,0.00254581031,-0.785,0.5652,0,-0.220725
rmoss_rmua19,pitch,GM6020,regularized_terminal,hold,2000,0.5,1,0.004898175,0.0024490875,0.220725,0.999970092773,PASS,OK,12000,10000,0.00287100464,0.00148452142,0.0312553164,0.00257856949,0.369381309,0.369324097,0.35283431,0,0,115.149745,19.1916241,-0.00257887139,0.0312564223,-0.00149990855,-0.785,0.5652,0,-0.220725
rmoss_rmua19,pitch,GM6020,regularized_terminal,hold,2000,0.5,0.8,0.004898175,0.0024490875,0.220725,0.999970092773,PASS,OK,12000,10000,0.00320178004,0.00141296354,0.0317634068,0.00248985197,0.328713715,0.328755432,0.31701627,0,0,111.200202,18.533367,-0.000947974178,0.0317634068,0.00130522237,-0.785,0.5652,0,-0.220725
rmoss_rmua19,pitch,GM6020,linear,sine,2000,0.5,1,0.004898175,0.0024490875,0.224396727739,0.999970092773,PASS,OK,12000,10000,0.00226854997,0.00247633228,0.00446461768,0.00446461768,0.335698992,0.335675171,0.32395846,0,0,98.5746638,16.4291106,-0.103642072,0.100017614,-0.00160618008,-0.785,0.5652,0,-0.220725
rmoss_rmua19,pitch,GM6020,linear,sine,2000,0.5,0.8,0.004898175,0.0024490875,0.224396727739,0.999970092773,PASS,OK,12000,10000,0.00255740565,0.00235745162,0.00434906376,0.00434906376,0.30124563,0.301212158,0.293309445,0,0,93.2189216,15.5364869,-0.0999707082,0.103744887,0.00264069095,-0.785,0.5652,0,-0.220725
rmoss_rmua19,pitch,GM6020,regularized_terminal,sine,2000,0.5,1,0.004898175,0.0024490875,0.224396727739,0.999970092773,PASS,OK,12000,10000,0.00137422553,0.00149026449,0.0027020074,0.0027020074,0.354250073,0.354263489,0.33721013,0,0,115.2435,19.2072501,-0.102114173,0.100318183,-0.00146790435,-0.785,0.5652,0,-0.220725
rmoss_rmua19,pitch,GM6020,regularized_terminal,sine,2000,0.5,0.8,0.004898175,0.0024490875,0.224396727739,0.999970092773,PASS,OK,12000,10000,0.00156061043,0.00144239994,0.00309115702,0.00259562438,0.326095343,0.326041809,0.312780546,0,0,111.854321,18.6423868,-0.100200039,0.102398878,0.00132907432,-0.785,0.5652,0,-0.220725
rmoss_rmua19,pitch,GM6020,linear,hold,2000,1,1,0.004898175,0.004898175,0.220725,0.999970092773,PASS,OK,12000,10000,0.00371294363,0.00228724572,0.0307228008,0.00378217139,0.345279038,0.345308533,0.336245296,0,0,5.68327643,0.947212738,-0.00378217925,0.0307228906,-0.0016176583,-0.785,0.5652,0,-0.220725
rmoss_rmua19,pitch,GM6020,linear,hold,2000,1,0.8,0.004898175,0.004898175,0.220725,0.999970092773,PASS,OK,12000,10000,0.00424126262,0.00212291294,0.0310991875,0.00360072473,0.302831173,0.302840332,0.297074577,0,0,5.44420624,0.907367706,-0.00020577058,0.0310991875,0.00195859228,-0.785,0.5652,0,-0.220725
rmoss_rmua19,pitch,GM6020,regularized_terminal,hold,2000,1,1,0.004898175,0.004898175,0.220725,0.999970092773,PASS,OK,12000,10000,0.00279569953,0.00104690952,0.0306545353,0.0018220865,0.359347254,0.359283691,0.348091083,0,0,8.80434998,1.46739166,-0.00182213408,0.0306547563,-0.000506144669,-0.785,0.5652,0,-0.220725
rmoss_rmua19,pitch,GM6020,regularized_terminal,hold,2000,1,0.8,0.004898175,0.004898175,0.220725,0.999970092773,PASS,OK,12000,10000,0.00314547019,0.000961810835,0.0309473893,0.00164565843,0.317052007,0.317086853,0.309480025,0,0,8.64845233,1.44140872,-0.000225897387,0.030947725,0.00108511978,-0.785,0.5652,0,-0.220725
rmoss_rmua19,pitch,GM6020,linear,sine,2000,1,1,0.004898175,0.004898175,0.225814018482,0.999970092773,PASS,OK,12000,10000,0.00209190439,0.00228915933,0.00392082965,0.00392082965,0.300153762,0.300126709,0.284835728,0,0,5.44488464,0.907480774,-0.103337328,0.0998485787,-0.00156747287,-0.785,0.5652,0,-0.220725
rmoss_rmua19,pitch,GM6020,linear,sine,2000,1,0.8,0.004898175,0.004898175,0.225814018482,0.999970092773,PASS,OK,12000,10000,0.00235914488,0.00215134176,0.00374531697,0.00374531697,0.286100924,0.28615155,0.281628363,0,0,5.41259253,0.902098755,-0.0997763845,0.103398734,0.00200660131,-0.785,0.5652,0,-0.220725
rmoss_rmua19,pitch,GM6020,regularized_terminal,sine,2000,1,1,0.004898175,0.004898175,0.225814018482,0.999970092773,PASS,OK,12000,10000,0.0009588211,0.00104794073,0.00189740458,0.00189740458,0.326920748,0.326855896,0.306751554,0,0,8.72741876,1.45456979,-0.101413079,0.0999236977,-0.000492653889,-0.785,0.5652,0,-0.220725
rmoss_rmua19,pitch,GM6020,regularized_terminal,sine,2000,1,0.8,0.004898175,0.004898175,0.225814018482,0.999970092773,PASS,OK,12000,10000,0.00108079882,0.000976513874,0.00171512837,0.00171512837,0.30025059,0.30026239,0.29305631,0,0,8.58413947,1.43068991,-0.0998268764,0.101510362,0.00109807458,-0.785,0.5652,0,-0.220725
rmoss_rmua19,pitch,GM6020,linear,hold,2000,2,1,0.004898175,0.00979635,0.220725,0.999970092773,PASS,OK,12000,10000,0.00381080491,0.00229334747,0.0303695787,0.00379092357,0.340908945,0.340966736,0.334864475,0,0,3.83801276,0.639668793,-0.00379092683,0.0303696557,-0.00161798838,-0.785,0.5652,0,-0.220725
rmoss_rmua19,pitch,GM6020,linear,hold,2000,2,0.8,0.004898175,0.00979635,0.220725,0.999970092773,PASS,OK,12000,10000,0.00435287324,0.00212825446,0.0305741224,0.00358400985,0.297628015,0.297684448,0.293861041,0,0,3.71047247,0.618412079,-0.000214435042,0.030574128,0.00195849633,-0.785,0.5652,0,-0.220725
rmoss_rmua19,pitch,GM6020,regularized_terminal,hold,2000,2,1,0.004898175,0.00979635,0.220725,0.999970092773,PASS,OK,12000,10000,0.0029988794,0.00104865577,0.03033456,0.00179396816,0.354190528,0.354127808,0.346595747,0,0,5.76332831,0.960554718,-0.00179396816,0.030334717,-0.000522885289,-0.785,0.5652,0,-0.220725
rmoss_rmua19,pitch,GM6020,regularized_terminal,hold,2000,2,0.8,0.004898175,0.00979635,0.220725,0.999970092773,PASS,OK,12000,10000,0.00338575638,0.000963422178,0.0304934819,0.0016102075,0.310992241,0.310981201,0.305979558,0,0,5.61679266,0.936132111,-0.000197266886,0.0304936508,0.00106832573,-0.785,0.5652,0,-0.220725
rmoss_rmua19,pitch,GM6020,linear,sine,2000,2,1,0.004898175,0.00979635,0.229918552747,0.999970092773,PASS,OK,12000,10000,0.00211901517,0.00230018979,0.00398379279,0.00398379279,0.245075122,0.245040161,0.241403822,0,0,3.57017816,0.595029694,-0.10373767,0.100208737,-0.00166425114,-0.785,0.5652,0,-0.220725
rmoss_rmua19,pitch,GM6020,linear,sine,2000,2,0.8,0.004898175,0.00979635,0.229918552747,0.999970092773,PASS,OK,12000,10000,0.00235404158,0.00208345363,0.00377719177,0.00362288429,0.25892964,0.258879639,0.254245811,0,0,3.59894257,0.599823761,-0.100176905,0.103760658,0.00190987345,-0.785,0.5652,0,-0.220725
rmoss_rmua19,pitch,GM6020,regularized_terminal,sine,2000,2,1,0.004898175,0.00979635,0.229918552747,0.999970092773,PASS,OK,12000,10000,0.00098066318,0.00105152848,0.00284477763,0.00187574367,0.265737385,0.265799377,0.260833993,0,0,5.46265887,0.910443146,-0.101578154,0.10010357,-0.000529557995,-0.785,0.5652,0,-0.220725
rmoss_rmua19,pitch,GM6020,regularized_terminal,sine,2000,2,0.8,0.004898175,0.00979635,0.229918552747,0.999970092773,PASS,OK,12000,10000,0.00108261244,0.000943572525,0.00239693526,0.00161395551,0.286916137,0.286965637,0.279978243,0,0,5.51177545,0.918629242,-0.0999888997,0.101691289,0.00106139646,-0.785,0.5652,0,-0.220725
rmoss_rmua19,pitch,DM4310,linear,hold,500,0.5,1,0.004898175,0.0024490875,0.220725,0.998778998779,PASS,OK,3000,2500,0.00412836549,0.00302613791,0.0314039554,0.0051245,0.352885783,0.354090354,0.340640909,0,0,94.7570208,15.7928368,-0.00512560186,0.0314142857,-0.00300577762,-0.785,0.5652,0,-0.220725
rmoss_rmua19,pitch,DM4310,linear,hold,500,0.5,0.8,0.004898175,0.0024490875,0.220725,0.998778998779,PASS,OK,3000,2500,0.00468457611,0.00281543006,0.0320769794,0.00490989977,0.311749101,0.31013431,0.304497806,0,0,90.8693529,15.1448921,-0.000987589045,0.0320773078,0.00320136115,-0.785,0.5652,0,-0.220725
rmoss_rmua19,pitch,DM4310,regularized_terminal,hold,500,0.5,1,0.004898175,0.0024490875,0.220725,0.998778998779,PASS,OK,3000,2500,0.0031435566,0.00199143113,0.0312733697,0.00365413755,0.368022442,0.368742369,0.355024563,0,0,108.490842,18.0818071,-0.00365994002,0.0312736456,-0.000495133789,-0.785,0.5652,0,-0.220725
rmoss_rmua19,pitch,DM4310,regularized_terminal,hold,500,0.5,0.8,0.004898175,0.0024490875,0.220725,0.998778998779,PASS,OK,3000,2500,0.00350003597,0.00192178482,0.0317775492,0.00345123609,0.327325135,0.32967033,0.31641825,0,0,106.058608,17.6764347,-0.00127548046,0.0317842581,0.00301673845,-0.785,0.5652,0,-0.220725
rmoss_rmua19,pitch,DM4310,linear,sine,500,0.5,1,0.004898175,0.0024490875,0.224396727739,0.998778998779,PASS,OK,3000,2500,0.00278677389,0.00304001214,0.00540026729,0.00540026729,0.337736785,0.339438339,0.328400419,0,0,94.6837607,15.7806268,-0.104292197,0.100128996,-0.00295390431,-0.785,0.5652,0,-0.220725
rmoss_rmua19,pitch,DM4310,linear,sine,500,0.5,0.8,0.004898175,0.0024490875,0.224396727739,0.998778998779,PASS,OK,3000,2500,0.00310637229,0.00286654103,0.00517328317,0.00517328317,0.305244565,0.305250305,0.298941617,0,0,91.2210012,15.2035002,-0.100073038,0.104399139,0.00351064913,-0.785,0.5652,0,-0.220725
rmoss_rmua19,pitch,DM4310,regularized_terminal,sine,500,0.5,1,0.004898175,0.0024490875,0.224396727739,0.998778998779,PASS,OK,3000,2500,0.00184272022,0.00199543002,0.00373603812,0.00373603812,0.358827412,0.358974359,0.344656006,0,0,108.510379,18.0850631,-0.103016561,0.100603279,-0.000304163715,-0.785,0.5652,0,-0.220725
rmoss_rmua19,pitch,DM4310,regularized_terminal,sine,500,0.5,0.8,0.004898175,0.0024490875,0.224396727739,0.998778998779,PASS,OK,3000,2500,0.0020897287,0.00194755692,0.00398595485,0.0036113072,0.332019031,0.32967033,0.319277358,0,0,106.639805,17.7733008,-0.100472932,0.103201917,0.0030974881,-0.785,0.5652,0,-0.220725
rmoss_rmua19,pitch,DM4310,linear,hold,500,1,1,0.004898175,0.004898175,0.220725,0.998778998779,PASS,OK,3000,2500,0.00372425258,0.00228801021,0.0307220366,0.00379650516,0.344794333,0.344322344,0.337316061,0,0,5.80952381,0.968253968,-0.00379656037,0.030733143,-0.00158365667,-0.785,0.5652,0,-0.220725
rmoss_rmua19,pitch,DM4310,linear,hold,500,1,0.8,0.004898175,0.004898175,0.220725,0.998778998779,PASS,OK,3000,2500,0.00425709399,0.00212708881,0.0311184874,0.00363210131,0.30232808,0.3003663,0.297369955,0,0,5.55067155,0.925111925,-0.000209391041,0.0311236391,0.00197154537,-0.785,0.5652,0,-0.220725
rmoss_rmua19,pitch,DM4310,regularized_terminal,hold,500,1,1,0.004898175,0.004898175,0.220725,0.998778998779,PASS,OK,3000,2500,0.00280844464,0.00104684508,0.0306564093,0.00186148979,0.358634919,0.358974359,0.349688359,0,0,11.8656899,1.97761498,-0.00186241906,0.0306566862,-0.000505125068,-0.785,0.5652,0,-0.220725
rmoss_rmua19,pitch,DM4310,regularized_terminal,hold,500,1,0.8,0.004898175,0.004898175,0.220725,0.998778998779,PASS,OK,3000,2500,0.00315932474,0.000963269584,0.0309512373,0.00168045857,0.316243261,0.315018315,0.309507716,0,0,11.5677656,1.92796093,-0.000249270301,0.0309546088,0.00109903243,-0.785,0.5652,0,-0.220725
